region,crop,observed_ha,simulated_ha,abs_deviation_ha,pad_pct,within_threshold
1,AG,1.42,0.0,1.42,100.0,False
1,AN,0.9299999999999999,24.38,23.45,2521.505376344086,False
1,BA,8.63,7.24,1.3900000000000006,16.106604866743922,True
1,BC,6.83,0.0,6.83,100.0,False
1,CS,775.8,717.98,57.819999999999936,7.452951791698884,True
1,IG,20.33,5.6,14.729999999999999,72.45450073782587,False
1,JA,23.62,5.2,18.42,77.98475867908553,False
1,MA,40.6,36.07,4.530000000000001,11.157635467980297,True
1,PN,604.53,693.33,88.80000000000007,14.689097315269727,True
1,VE,17.67,0.1,17.57,99.43406904357667,False
1,TOTAL,1500.3600000000001,1489.9,234.96,15.660241542029912,True
2,AG,1.4100000000000001,0.0,1.4100000000000001,99.99999999999999,False
2,AN,1.73,0.0,1.73,100.0,False
2,BA,1.32,49.44,48.12,3645.4545454545455,False
2,BC,18.47,0.35,18.119999999999997,98.10503519220357,False
2,CS,2151.11,1917.39,233.72000000000003,10.865088256760464,True
2,IG,36.1,10.01,26.090000000000003,72.27146814404433,False
2,JA,52.29,91.26,38.970000000000006,74.52667814113599,False
2,MA,367.53,375.57,8.04000000000002,2.1875765243653635,True
2,ME,10.03,2.96,7.069999999999999,70.48853439680957,False
2,PN,1725.19,1929.81,204.6199999999999,11.860722587077358,True
2,VE,38.54,2.1,36.44,94.5511157239232,False
2,TOTAL,4403.72,4378.89,624.3299999999999,14.177331892127562,True
3,AG,0.62,0.0,0.62,100.0,False
3,BA,159.43,67.27,92.16000000000001,57.805933638587476,False
3,BC,4.07,2.88,1.1900000000000004,29.238329238329246,False
3,CS,4019.76,3350.99,668.7700000000004,16.637062909228423,True
3,IG,38.81,144.0,105.19,271.03839216696724,False
3,JA,219.81,368.04,148.23000000000002,67.43551248805788,False
3,MA,176.24,253.14,76.89999999999998,43.63368134362232,False
3,ME,179.33,3.46,175.87,98.07059610773433,False
3,PN,1298.81,1826.53,527.72,40.631039182020466,False
3,VE,51.76,2.68,49.08,94.82225656877898,False
3,TOTAL,6148.639999999999,6018.99,1845.7300000000005,30.018508157901596,False
4,AG,14.95,0.0,14.95,100.0,False
4,AN,121.55,302.57,181.01999999999998,148.92636774989717,False
4,BA,102.1,33.89,68.21,66.80705190989225,False
4,BC,27.34,1.6600000000000001,25.68,93.92831016825164,False
4,CS,3256.9,2762.43,494.47000000000025,15.182228499493391,True
4,IG,32.25,29.35,2.8999999999999986,8.9922480620155,True
4,JA,69.72,35.15,34.57,49.584050487664946,False
4,MA,165.87,126.15,39.72,23.946464098390305,False
4,PN,634.92,1161.2,526.2800000000001,82.8891828891829,False
4,VE,53.61,0.0,53.61,100.0,False
4,TOTAL,4479.21,4452.4,1441.41,32.18000495623112,False
5,AG,37.66,0.05,37.61,99.86723313860861,False
5,AN,7.75,60.27,52.52,677.6774193548387,False
5,BA,1427.01,889.81,537.2,37.6451461447362,False
5,BC,81.31,227.14,145.82999999999998,179.3506333784282,False
5,CS,318.72,205.66,113.06000000000003,35.473142570281134,False
5,IG,5.26,18.55,13.290000000000001,252.66159695817493,False
5,JA,190.46,206.2,15.73999999999998,8.264202457208853,True
5,MA,75.74,444.33,368.59,486.6517031951413,False
5,PN,208.62,328.27,119.64999999999998,57.35308215894928,False
5,VE,48.49,5.54,42.95,88.57496391008455,False
5,TOTAL,2401.0199999999995,2385.8199999999997,1446.4399999999998,60.242730173009804,False
6,AG,44.27,0.0,44.27,100.0,False
6,AN,0.04,9.29,9.25,23125.0,False
6,BA,222.31,116.4,105.91,47.6406819306374,False
6,BC,8.28,15.64,7.360000000000001,88.88888888888891,False
6,CS,104.55,86.77,17.78,17.00621712099474,True
6,IG,4.65,29.59,24.939999999999998,536.3440860215053,False
6,JA,51.83,29.52,22.31,43.044568782558365,False
6,MA,202.25,346.55,144.3,71.34734239802226,False
6,PN,280.28,357.09,76.81,27.404738119023836,False
6,VE,94.77,0.0,94.77,100.0,False
6,TOTAL,1013.2299999999999,990.8499999999999,547.7,54.05485427790335,False
7,AG,0.51,0.0,0.51,100.0,False
7,AN,0.6699999999999999,0.0,0.6699999999999999,100.00000000000001,False
7,BA,0.0,2.83,2.83,,
7,BC,0.91,0.0,0.91,100.0,False
7,CS,2186.09,2024.49,161.60000000000014,7.392193368068109,True
7,IG,8.02,0.5700000000000001,7.449999999999999,92.89276807980049,False
7,JA,13.74,12.33,1.4100000000000001,10.262008733624453,True
7,MA,58.74,34.5,24.240000000000002,41.266598569969354,False
7,PN,1357.08,1554.3700000000001,197.2900000000002,14.537831225867318,True
7,VE,6.05,0.0,6.05,100.0,False
7,TOTAL,3631.8100000000004,3629.09,402.9600000000003,11.09529408201421,True
