crop,observed_ha,simulated_ha,abs_deviation_ha,pad_pct,within_threshold
AG,100.84,0.05,100.79,99.95041650138833,False
AN,132.67000000000002,396.51,263.84,198.86937514132805,False
BA,1920.8,1166.88,753.9199999999998,39.250312369845894,False
BC,147.21,247.67,100.45999999999998,68.24264655933699,False
CS,12812.93,11065.71,1747.2200000000012,13.63638137412755,True
IG,145.42,237.67,92.25,63.43694127355248,False
JA,621.47,747.7,126.23000000000002,20.31151946192093,False
MA,1086.97,1616.31,529.3399999999999,48.6986761364159,False
ME,189.36,6.42,182.94000000000003,96.60963244613436,False
PN,6109.43,7850.6,1741.17,28.49971273915897,False
VE,310.89,10.42,300.46999999999997,96.6483322075332,False
TOTAL,23577.99,23345.94,5938.630000000001,25.187176684696198,False
