crop,gross_margin
AG,299.9344916666666
AN_NU,92068.23986666667
AN_PA,6272052.89
BA_INT,10859769.521349998
BA_IRR,783737.6205681816
BA_PER,150028.50206666667
BC_BT,2783325.2265
BC_GTMG,36639.626125
CS_BT_NIM,7984198.481866285
CS_BT_NISM,5221.641928285716
CS_CGT_NIM,1841116.2816351433
CS_CGT_NISM,1124.9357454285716
CS_EGT_NIM,4534866.505288857
CS_EGT_NISM,170359.81489999997
CS_MG_NISM,3273811.9759688587
CS_NGT_NIM,7164295.293529714
CS_NGT_NISM,603230.2014191429
CS_SBT_NIM,568759.2809079998
IG_PLA,1825436.1079
IG_TUT,702146.5762499999
JA,86733.20000000001
MA_ROTA,7379887.853015999
MA_TO_CO_JA,28157198.336432997
ME,59969.24568000001
PN_PIQ,12576661.200000001
VE_BTGT,45509.36389333333
