region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,97,1542,6.2905317769131,117.16,1544.3799999999999,7.586215827710797
2,492,3695,13.31529093369418,566.59,4509.17,12.565283633129821
3,232,5097,4.5516970767117915,201.32,6376.81,3.1570644256297427
4,275,4079,6.741848492277519,236.64000000000001,4676.93,5.059729352374314
5,163,2972,5.484522207267833,87.81,2786.21,3.151593024215691
6,232,1004,23.10756972111554,231.97,1203.08,19.281344548990923
7,315,5294,5.9501322251605595,234.07999999999998,3652.77,6.408287409281176
TOTAL,1806,23683,7.625723092513617,1675.57,24749.350000000002,6.770157600098588
