crop,labor_cost
AG,10834.789333333332
AN_NU,1062410.6099999999
AN_PA,5878311.14
BC_BT,4060416.89
BC_GTMG,3836336.9549999996
IG_PLA,3653620.32
IG_TUT,128874.595
MA_ROTA,69517278.66
MA_TO_CO_JA,81255666.12
PN_PIQ,2389866.57
VE_BTGT,2368407.0886666663
