crop,production_tonnes
AG,28.4
AN_NU,3129.8
AN_PA,30444.050000000003
BC_BT,11186.24
BC_GTMG,10364.64
IG_PLA,6313.86
IG_TUT,125.85000000000001
MA_ROTA,146514.96
MA_TO_CO_JA,167307.48
PN_PIQ,807.6354000000001
VE_BTGT,6115.955
