type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,0,2,16,3,5,22,12,0,7
2,0,0,0,44,1,0,101,0,0,0
3,0,0,0,0,1346,12,9,1,3,0
4,0,0,0,13,461,340,41,2,0,5
5,0,0,0,6,7,24,224,1,19,1
6,0,0,0,18,102,267,33,585,0,42
7,0,0,0,0,3,4,12,0,196,1
8,0,0,0,29,135,213,27,10,0,183
