region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,771,1462,52.735978112175104,1059.76,1500.36,70.63371457516863
2,2050,3568,57.455156950672645,3360.45,4403.72,76.30934755161545
3,2664,4785,55.67398119122257,4104.27,6148.64,66.7508587264826
4,2104,3790,55.514511873350926,3141.53,4479.21,70.13580519779157
5,422,2492,16.93418940609952,506.42,2401.02,21.091869288885558
6,348,847,41.086186540731994,530.0,1013.23,52.30796561491468
7,3063,5253,58.30953740719589,2494.28,3631.81,68.67870290571369
TOTAL,11422,22197,51.457404153714464,15196.71,23577.989999999998,64.45294955167935
