crop,revenue
AG,11200.0
AN_NU,237306.66666666666
AN_PA,11318999.999999998
BA_INT,51327936.72
BA_IRR,5903858.0
BA_PER,4473309.6
BC_BT,5144464.0
BC_GTMG,7279.999999999999
CS_BT_NIM,14721722.931542857
CS_BT_NISM,14560.302857142859
CS_CGT_NIM,3235653.608028571
CS_CGT_NISM,4186.610331428571
CS_EGT_NIM,7928482.0080285715
CS_EGT_NISM,428191.3292685714
CS_MG_NISM,6448567.837805714
CS_NGT_NIM,13967860.795799999
CS_NGT_NISM,1730932.4159085713
CS_SBT_NIM,1666505.157
IG_PLA,1505250.0
IG_TUT,1842600.0
JA,94828.0
MA_ROTA,21505743.0
MA_TO_CO_JA,42377544.00000001
ME,175680.0
PN_PIQ,27595029.0
VE_BTGT,91147.0
