type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,0,1,16,0,0,9,27,0,14
2,0,0,0,93,0,0,37,1,15,0
3,0,0,0,0,1351,7,7,3,3,0
4,0,0,0,6,29,601,5,170,0,51
5,0,0,4,1,12,38,183,6,36,2
6,0,0,0,6,1,2,2,1017,0,19
7,0,0,0,0,3,3,9,1,200,0
8,0,0,0,21,0,29,0,143,0,404
