region,AG,AN_NU,AN_PA,BA_INT,BA_IRR,BA_PER,BC_BT,BC_GTMG,CS_BT_NIM,CS_BT_NISM,CS_CGT_NIM,CS_CGT_NISM,CS_EGT_NIM,CS_EGT_NISM,CS_MG_NISM,CS_NGT_NIM,CS_NGT_NISM,CS_SBT_NIM,IG_PLA,IG_TUT,JA,MA_ROTA,MA_TO_CO_JA,ME,PN_PIQ,VE_BTGT
1,0.0,0.6599999999999999,23.59,2.64,7.7700000000000005,13.31,0.0,0.0,0.0,0.0,732.01,1.17,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,7.59,9.36,30.98,0.0,663.12,0.1
2,0.0,0.0,0.0,9.92,60.9,19.89,0.0,0.35,0.0,0.0,0.0,0.0,1861.46,124.13,0.0,0.0,0.0,0.0,11.74,0.0,48.76,183.34,192.27,3.8600000000000003,1866.38,1.9200000000000002
3,0.0,0.0,0.0,80.06,112.33,15.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3299.73,504.86,0.0,37.339999999999996,0.0,105.1,43.18,205.62,3.46,1697.71,0.99
4,0.0,11.42,351.96,53.95,0.0,25.01,1.95,0.0,2932.79,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.68,41.22,8.120000000000001,116.44,0.0,894.53,0.0
5,0.05,1.4900000000000002,57.89,941.44,0.0,75.67,208.51,0.0,45.95,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.92,0.0,14.34,222.3,135.29,213.27,0.0,205.38,5.970000000000001
6,0.75,2.6100000000000003,7.56,94.89,0.0,87.22,36.87,0.0,87.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,34.2,0.0,278.71,0.0,332.86,0.0
7,0.0,0.0,0.0,11.94,0.0,28.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2029.57,0.0,0.0,0.0,4.16,0.0,14.97,0.0,32.85,0.0,1507.56,0.0
