crop,gross_margin
AG,4798.951866666665
AN_NU,112767.91226666665
AN_PA,7216215.299999999
BA_INT,12354149.741399998
BA_IRR,1675008.9659090906
BA_PER,1244182.4145666668
BC_BT,2816232.319875
BC_GTMG,3970.238125
CS_BT_NIM,8469877.097642286
CS_BT_NISM,6296.192035714288
CS_CGT_NIM,1878951.4817568578
CS_CGT_NISM,1853.7673551428572
CS_EGT_NIM,4666658.892986857
CS_EGT_NISM,194901.0490648571
CS_MG_NISM,3282026.8670465727
CS_NGT_NIM,8001543.4661220005
CS_NGT_NISM,768029.6559868571
CS_SBT_NIM,907218.1936479999
IG_PLA,635335.64125
IG_TUT,556534.2975
JA,55000.24
MA_ROTA,10593088.343060998
MA_TO_CO_JA,22285935.068266
ME,68376.14928000001
PN_PIQ,11482399.08
VE_BTGT,39220.16197333333
