region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,292,1462,19.972640218878247,345.6,1500.36,23.034471726785572
2,1096,3568,30.717488789237667,1278.12,4403.72,29.023643646735028
3,563,4785,11.765935214211076,640.82,6148.64,10.422142132243879
4,837,3790,22.0844327176781,920.45,4479.21,20.549382592019576
5,204,2492,8.186195826645266,164.38,2401.02,6.846257007438505
6,246,847,29.043683589138134,265.05,1013.23,26.158917521194596
7,693,5253,13.192461450599657,540.84,3631.81,14.891748191673022
TOTAL,3931,22197,17.70960039644997,4155.26,23577.989999999998,17.623470024374427
