farm,etp
E1,0.031138767890479153
E10,1.0018170504044805
E100,6.756664592408214
E1000,0.08781580584940885
E1001,0.011551248999911105
E1002,0.5399128811449907
E1003,0.27931549471064093
E1004,0.9603733665214685
E1005,0.22267579340385815
E1006,5.173982576228998
E1007,0.694051026757934
E1008,0.07846608587429994
E1009,0.12876700151124545
E101,0.9163907902924704
E1010,1.273627878033603
E1011,1.7260734287492223
E1012,11.513074828873677
E1013,0.09732331762823361
E1014,0.02195395146235221
E1015,0.22267579340385815
E1016,0.2414934660858743
E1017,0.7145115121344118
E1018,1.1947495332918483
E1019,1.3120099564405725
E102,0.1670068450528936
E1020,1.6929931549471067
E1021,0.024763979020357367
E1022,0.6732545115121344
E1023,0.13195572939816874
E1024,1.0682389545737399
E1025,0.020808071828606986
E1026,0.5512009956440573
E1027,1.4522464219041693
E1028,1.9092470441817049
E1029,0.05601564583518535
E103,0.2550093341630367
E1030,0.006725042225975642
E1031,0.46965774735532045
E1032,1.4178967019290603
E1033,0.33917237087741137
E1034,0.062186861054315944
E1035,0.5156751711263223
E1036,6.8072433105164905
E1037,0.050635612054404845
E1038,0.0842314872433105
E1039,0.09576406791714819
E104,0.5425762289981332
E1040,0.33467686016534803
E1041,4.947965152457996
E1042,0.2568388301182327
E1043,0.2806969508400747
E1044,1.502128189172371
E1045,0.44973064272379765
E1046,0.0077535780958307415
E1047,0.423397635345364
E1048,0.8396639701306783
E1049,1.9852457996266335
E105,1.775096453018046
E1050,1.2425637834474177
E1051,0.010601831273891013
E1052,0.17719975108898572
E1053,0.19387015142086703
E1054,21.409470286247668
E1055,0.2763783447417548
E1056,0.021599253266957063
E1057,9.614822650902303
E1058,0.3763534536403236
E1059,0.5146484131922838
E106,0.5526197884256379
E1060,0.36067205973864336
E1061,0.07530447150857854
E1062,0.30186683260734287
E1063,0.005824517734909771
E1064,0.30813939016801495
E1065,0.6836341008089607
E1066,0.32247666459240826
E1067,0.6944013171541175
E1068,0.8309645301804606
E1069,0.08449106587252202
E107,0.6616614810205351
E1070,0.6154947106409459
E1071,0.20878655880522712
E1072,0.23537025513378967
E1073,0.15860254244821761
E1074,0.2038394523957685
E1075,0.41281269446172997
E1076,0.3290292470441817
E1077,0.31127566894835096
E1078,0.2728562538892346
E1079,0.48769135034225264
E108,0.312843808338519
E1080,0.19907902924704418
E1081,0.24991465908080718
E1082,0.2931673926571251
E1083,0.3277411325451151
E1084,0.18399502177971375
E1085,0.4447168637212197
E1086,0.0057125077784691974
E1087,0.2403194358017009
E1088,0.10976975731176103
E1089,0.4491972619788426
E109,0.6960298693217175
E1090,0.11369010578718107
E1091,0.4139514623522091
E1092,0.3455133789670193
E1093,0.7067081518357188
E1094,0.12466708151835718
E1095,0.14505289359054138
E1096,0.0781402791359232
E1097,0.19366521468574985
E1098,0.21405102675793405
E1099,0.0066085874299937775
E11,0.14348475420037338
E110,0.20934660858743
E1100,0.3246795270690728
E1101,0.19086496577473555
E1102,0.16387056627255758
E1103,0.1603335407591786
E1104,0.19131300560049783
E1105,0.2597510889856876
E1106,0.18504044803982572
E1107,0.21677660236465465
E1108,1.8347790914747977
E1109,0.4610329807093964
E111,0.2370877411325451
E1110,0.30029869321717484
E1111,0.018593652769135036
E1112,7.074847542003733
E1113,0.4238083385189794
E1114,0.07452395768512757
E1115,0.23963658991910392
E1116,0.33627522446439684
E1117,0.07840696950840075
E1118,0.5017299315494711
E1119,0.5876042314872433
E112,1.0480024891101432
E1120,0.5845239576851275
E1121,0.22155569383945237
E1122,5.152121966397013
E1123,0.34969508400746735
E1124,0.28543870566272556
E1125,0.5979838207840698
E1126,0.005300915636945507
E1127,1.4522464219041693
E1128,0.02281269446172993
E1129,8.805034225264468
E113,1.1846297448662104
E1130,0.0057125077784691974
E1131,1.9337398879900438
E1132,0.9740136901057872
E1133,3.6624642190416927
E1134,19.146141879278158
E1135,0.09722464219041693
E1136,0.9258182949595518
E1137,3.308326073428749
E1138,0.05342874922215308
E1139,0.5698693217174859
E114,0.3669446172993155
E1140,0.0230233798559872
E1141,0.5819695084007468
E1142,0.1897448662103298
E1143,1.5723210952084627
E1144,4.455279817465256
E1145,0.01598008711885501
E1146,0.32937538892345986
E1147,0.004826206773935461
E1148,0.18194150591163658
E1149,0.09644057249533293
E115,0.9377846919726198
E1150,0.07261978842563784
E1151,1.7280211574362165
E1152,0.026658369632856255
E1153,0.673851897946484
E1154,0.4970815183571873
E1155,0.23335407591785937
E1156,0.02523957685127567
E1157,0.06907280647168637
E1158,0.017564227931371676
E1159,2.555021779713752
E116,0.6923335407591785
E1160,6.1055880522713135
E1161,1.1134503215100602
E1162,0.8477411325451152
E1163,0.26182949595519606
E1164,0.17850653391412571
E1165,0.01724775535603165
E1166,0.21091474797759804
E1167,0.39048537647790915
E1168,0.3577598008711886
E1169,4.98647790914748
E117,1.0065588052271313
E1170,0.06260289803538092
E1171,0.01254511512134412
E1172,0.307878033602987
E1173,0.015428038047826475
E1174,0.25403858120721845
E1175,0.16868699439950222
E1176,0.27181082762912256
E1177,0.03382700684505289
E1178,0.04136901057871811
E1179,4.5156627255756066
E118,0.06029869321717486
E1180,0.005749844430616055
E1181,0.23174859987554447
E1182,0.05488487865588052
E1183,0.14794915103564762
E1184,0.19288114499066586
E1185,0.2885749844430616
E1186,0.11183305182682905
E1187,0.43595164014579074
E1188,0.009019468397190861
E1189,0.5425095564050137
E119,0.22581207218419413
E1190,6.315756067205974
E1191,0.8632607342874922
E1192,0.28017423771001865
E1193,0.3310329807093964
E1194,0.021915725842297094
E1195,0.009256822828695886
E1196,0.0094150591163659
E1197,0.17264467952706908
E1198,0.17780869410614278
E1199,4.21764156813939
E12,0.014150591163658993
E120,0.5669197261978843
E1200,1.3560672059738643
E1201,0.07732420659614188
E1202,0.010443594986221
E1203,0.6280024891101431
E1204,1.6696950840074671
E1205,0.0016614810205351587
E1206,0.08626366788158947
E1207,0.025001333451862392
E1208,0.0
E1209,0.0146368566094764
E121,0.14652727649865172
E1210,0.014636856609476398
E1211,0.012342430438261177
E1212,0.044049248822117526
E1213,0.3677286869943995
E1214,0.028635434260823184
E1215,0.02215485820961863
E1216,5.7651151213441185
E1217,4.026981953951463
E1218,0.012658903013601211
E1219,0.028482531780602727
E122,0.8311885500933415
E1220,5.323161169881767
E1221,0.11036358787447773
E1222,0.014083029602631348
E1223,4.596627255756068
E1224,0.011155658280736065
E1225,0.05896968619432838
E1226,0.009968886123210953
E1227,0.36262601120099563
E1228,1.6210329807093964
E1229,0.014953329184816429
E123,18.490902302426882
E1230,0.009889767979375946
E1231,0.23600497822028624
E1232,2.070466708151836
E1233,0.10092630456040537
E1234,0.010127122410880969
E1235,0.029159925326695705
E1236,0.06360920970752956
E1237,0.29716241443683883
E1238,0.1347870921859721
E1239,0.015507156191661483
E124,0.3987181082762912
E1240,0.15614187927815806
E1241,0.004351497910925416
E1242,0.060373366521468574
E1243,0.6212818917237087
E1244,0.01135034225264468
E1245,0.016614810205351587
E1246,0.07071473019823984
E1247,1.6115992532669572
E1248,0.008861232109520847
E1249,0.02332207307316206
E125,0.8231985065339142
E1250,0.30347230864965774
E1251,0.14800248911014313
E1252,0.017405991643701664
E1253,0.044784425282247305
E1254,0.046996177437994495
E1255,0.49710018668326067
E1256,0.7401991288114499
E1257,0.2529184816428127
E1258,0.379298604320384
E1259,0.011234776424571073
E126,0.4959468989836134
E1260,0.1316116988176727
E1261,0.7401617921593031
E1262,0.008940350253355853
E1263,0.39752333540759177
E1264,0.16599875544492843
E1265,0.05958929682638457
E1266,0.5783074051026759
E1267,0.36772868699439953
E1268,0.004555071561916615
E1269,0.022469552849142146
E127,0.1466210329807094
E1270,0.008475420037336652
E1271,0.6037336652146857
E1272,0.10525202240199127
E1273,0.24306160547604233
E1274,0.27270690728064717
E1275,0.0
E1276,0.026285003111387675
E1277,0.2728562538892346
E1278,0.07411947728686995
E1279,1.1803235843186062
E128,0.15083474086585474
E1280,0.0321468574984443
E1281,0.006645924082140635
E1282,0.12910125344475065
E1283,0.0053391412570006225
E1284,0.530031113876789
E1285,0.014162147746466356
E1286,0.016465463596764155
E1287,0.003771001866832608
E1288,0.030064894657302874
E1289,0.5351586807716241
E129,0.2848786558805227
E1290,0.005451151213441195
E1291,0.05134767534891991
E1292,0.03248288736776602
E1293,0.0017548226509023024
E1294,0.10622277535780958
E1295,0.15121344119477287
E1296,0.03890479153702551
E1297,0.00164281269446173
E1298,0.005459151924615522
E1299,0.04894835096453018
E13,1.6952989006430201
E130,0.16297448662103298
E1300,0.6024642190416927
E1301,0.18504044803982578
E1302,0.38273802115743616
E1303,0.18190416925948974
E1304,0.9609707529558182
E1305,0.12388301182327319
E1306,0.11230864965774735
E1307,0.07093963907902924
E1308,0.005459151924615522
E1309,0.005749844430616055
E131,0.93065339141257
E1310,0.002501555693839453
