crop,revenue
AG,263760.0
AN_NU,109237.33333333334
AN_PA,5958568.0
BC_BT,2837120.0
BC_GTMG,2813491.2
CS_BT_NIM,1319004.2175049144
CS_CGT_NIM,156116.28344742855
CS_EGT_NIM,799856.8725270857
IG_PLA,7648560.000000001
IG_TUT,54240.00000000001
JA,350212.8
MA_MOBIO,30126967.2
MA_PLBIO,66213806.4
MA_ROTA,21533752.8
MA_TO_CO_JA,16178659.2
ME,4962048.0
NC,0.0
PN_PIQ,18105357.599999998
VE_BTGT,1433829.6000000003
