crop,labor_cost
AG,179689.64
AN_NU,63205.59
AN_PA,1961104.02
BC_BT,1609104.40625
BC_GTMG,1627151.9475
CS_BT_NIM,110584.66142857143
CS_CGT_NIM,14258.117857142857
CS_EGT_NIM,75799.58357142858
IG_PLA,3688305.6
IG_TUT,34714.729999999996
JA,271414.92
MA_MOBIO,24527611.68
MA_PLBIO,57831979.32
MA_ROTA,12163294.694999998
MA_TO_CO_JA,8928903.959999999
ME,2515654.96
NC,0.0
PN_PIQ,11905644.24
VE_BTGT,991520.244
