region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,967,1462,66.14227086183311,1173.75,1500.36,78.23122450611854
2,2525,3568,70.76793721973094,3698.2400000000002,4403.72,83.97990789605151
3,3205,4785,66.98014629049112,4670.01,6148.64,75.95191782247781
4,2427,3790,64.03693931398416,3455.07,4479.21,77.13570026857414
5,1174,2492,47.1107544141252,1337.3,2401.02,55.69716203946656
6,477,847,56.31641086186541,676.8,1013.23,66.7962851474986
7,4059,5253,77.27013135351228,2997.2,3631.81,82.52634361379037
TOTAL,14834,22197,66.82885074559626,18008.37,23577.989999999998,76.37788462884241
