region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,974,1462,66.62106703146375,1205.71,1500.36,80.36137993548216
2,2559,3568,71.72085201793722,3733.37,4403.72,84.77764253858102
3,3175,4785,66.35318704284222,4667.73,6148.64,75.91483645163807
4,2457,3790,64.82849604221636,3526.84,4479.21,78.73799174407986
5,1139,2492,45.706260032102726,1294.03,2401.02,53.895011286869746
6,480,847,56.67060212514758,664.7,1013.23,65.60208442308262
7,3901,5253,74.26232628973919,2763.73,3631.81,76.09786855589913
TOTAL,14685,22197,66.15758886335992,17856.11,23577.989999999998,75.73211287306509
