crop,gross_margin
AG,499025.8827933332
AN_NU,570868.3964000001
BA_INT,19860274.867999997
BC_BT,675184.1853750001
CS_NGT_NISM,19491958.60255057
IG_PLA,1657228.8600999997
JA,72090.52
MA_ROTA,30357692.626372997
ME,2734548.5174400005
PN_PIQ,11400196.38
VE_BTGT,1466623.9895199998
