crop,region,island,surface,production,sales,subsidy,revenue,gross_margin,labor_hours,labor_cost,etp,ges,ift,azote,surface_cld,water_need_m3,soil_carbon_balance
AG,5,1,0.05,1.0,700.0,0.0,700.0,119.9050129166666,24.613333333333333,381.50666666666666,0.015316324414021988,128.2740196078431,0.30000000000000004,7.2,0.0,600.0,-0.05578852855500001
AN_NU,4,1,5.4399999999999995,108.8,79786.66666666666,0.0,79786.66666666666,19072.099626666666,2382.7200000000003,36932.16,1.482713130056005,12315.333333333332,39.89333333333334,699.4026666666668,0.0,0.0,-8.270722396012799
AN_NU,5,1,0.28,5.6000000000000005,4106.666666666667,0.0,4106.666666666667,981.6521866666667,122.64000000000001,1900.9200000000003,0.07631611698817674,633.8774509803922,2.0533333333333337,35.99866666666668,0.0,0.0,-0.4256989468536
AN_NU,6,1,0.85,17.0,12466.666666666666,0.0,12466.666666666666,2980.0155666666665,372.3,5770.650000000001,0.23167392657125077,1924.2708333333333,6.233333333333333,109.28166666666668,0.0,0.0,-1.2923003743769996
AN_PA,1,2,8.28,289.8,212519.99999999997,0.0,212519.99999999997,100823.77979999999,3610.0800000000004,55956.24,2.246471686372122,37034.12647058825,132.48,1777.4400000000003,0.0,0.0,-12.588525999813598
AN_PA,4,1,246.24,8618.4,6320159.999999999,0.0,6320159.999999999,2998411.5383999995,107360.64,1664089.92,66.80811449906659,1101362.7176470591,3939.84,52859.520000000004,0.0,0.0,-374.37181669010874
AN_PA,5,1,57.24,2003.4,1469160.0,0.0,1469160.0,696999.1733999999,24956.64,386827.92,15.529956440572496,256018.52647058832,915.84,12287.52,0.0,0.0,-87.02502756392879
AN_PA,6,1,7.56,264.59999999999997,194039.99999999997,0.0,194039.99999999997,92056.49459999998,3296.16,51090.479999999996,2.0511263223397633,33813.767647058834,120.96,1622.88,0.0,0.0,-11.493871565047197
BC_BT,4,1,3.1100000000000003,80.86,64688.0,0.0,64688.0,22237.990856250002,1893.6012500000002,29350.819375000003,1.1783455196017425,4035.425091911764,7.775,241.95800000000003,0.0,28204.8,-1.2701921475047593
BC_BT,5,1,193.58,5033.08,4026464.0,0.0,4026464.0,1384189.7974125003,117866.0225,1826923.34875,73.34537803360298,251182.5045955882,483.95,15060.524000000001,0.0,244622.4,-71.17409053230392
BC_BT,6,1,44.99,1169.74,935792.0,0.0,935792.0,321700.06708125,27393.28625,424595.936875,17.046226664592407,58377.419577205874,112.475,3500.2220000000007,0.0,0.0,-13.42801660939971
BC_GTMG,1,2,0.14,3.6400000000000006,2912.0000000000005,0.0,2912.0000000000005,992.3381125000002,86.92250000000001,1347.2987500000002,0.05408991910392036,168.9972426470588,0.35000000000000003,10.892000000000003,0.0,1898.4000000000003,-0.07220976405607996
BC_GTMG,2,2,2.96,76.96000000000001,61568.0,0.0,61568.0,20980.862950000002,1837.79,28485.745000000003,1.1436154324828873,3573.084558823529,7.4,230.28800000000004,0.0,40137.6,-1.5130743601028007
BC_GTMG,3,2,2.56,66.56,53248.0,0.0,53248.0,18145.611200000003,1589.44,24636.32,0.9890728064716864,3090.2352941176464,6.4,199.16800000000003,0.0,34713.6,-1.3086048519808005
