type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,39,0,0,0,0,4,0,7,0
1,0,0,0,0,0,0,0,0,67,0
2,0,0,0,0,0,0,0,0,146,0
3,0,0,0,0,0,0,0,0,1371,0
4,0,0,0,0,0,0,0,0,862,0
5,0,0,0,0,0,0,82,0,200,0
6,0,0,0,0,0,0,0,0,1047,0
7,0,0,0,0,0,0,0,0,216,0
8,0,0,0,0,0,0,0,0,597,0
