crop,subsidy_per_tonne
MA_BAG_FER_NI,0.0
MA_BAG_NON_NI,0.0
MA_BRF_BIO_NI,0.0
MA_BRF_VEG_NI,0.0
MA_PAI_NON_NI,0.0
MA_ROTA,0.0
MA_TO_CO_JA,0.0
TH,0.0
