crop,production_tonnes
AG,1613.44
AN_NU,2122.7200000000003
BA_INT,69148.8
BC_BT,3061.9680000000003
CS_NGT_NISM,442814.8608
IG_PLA,2094.048
JA,0.0
MA_ROTA,46957.10400000001
ME,3029.76
PN_PIQ,3225.7790400000004
VE_BTGT,3606.324
