crop,labor_cost
AG,769422.6453333333
AN_NU,900696.63
BA_INT,46390051.137499996
BC_BT,1389303.575625
CS_NGT_NISM,2525062.4192857146
IG_PLA,1514694.72
JA,0.0
MA_ROTA,27849801.855
ME,1843230.24
PN_PIQ,11931716.790000001
VE_BTGT,1745688.802
