type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,0,0,22,0,0,10,22,3,10
2,0,0,0,37,0,0,33,6,44,26
3,0,0,0,0,568,207,240,321,7,28
4,0,0,0,22,0,0,1,820,0,19
5,0,0,2,2,1,2,151,44,46,34
6,0,0,0,17,0,0,5,1008,0,17
7,0,0,0,0,0,0,8,6,198,4
8,0,0,0,12,0,0,2,558,0,25
