crop,observed_ha,simulated_ha,abs_deviation_ha,pad_pct,within_threshold
AG,100.84,0.05,100.79,99.95041650138833,False
AN,132.67000000000002,392.6,259.93,195.92221300972335,False
BA,1920.8,0.0,1920.8,100.0,False
BC,147.21,246.87,99.66,67.69920521703688,False
CS,12812.93,9316.89,3496.040000000001,27.28525013404429,False
IG,145.42,238.34,92.92000000000002,63.897675697978286,False
JA,621.47,1820.92,1199.45,193.00207572368737,False
MA,1086.97,2820.93,1733.9599999999998,159.52234192296012,False
ME,189.36,5.9399999999999995,183.42000000000002,96.86311787072242,False
PN,6109.43,8337.61,2228.1800000000003,36.47116015733056,False
VE,310.89,7.8500000000000005,303.03999999999996,97.4749911544276,False
TOTAL,23577.99,23188.0,11618.190000000002,49.27557438102231,False
