type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,53,0,13
2,0,0,0,0,0,0,30,1,114,1
3,0,0,0,0,1267,27,61,10,4,2
4,0,0,0,0,12,500,6,270,0,74
5,0,0,4,0,7,22,181,17,36,15
6,0,0,0,0,0,0,0,1047,0,0
7,0,0,0,0,3,2,9,2,199,1
8,0,0,0,0,1,3,5,422,0,166
