crop,observed_ha,simulated_ha,abs_deviation_ha,pad_pct,within_threshold
AG,100.84,8.82,92.02000000000001,91.25347084490284,False
AN,132.67000000000002,458.69,326.02,245.73754428280694,False
BA,1920.8,2004.41,83.61000000000013,4.352873802582264,True
BC,147.21,247.54,100.32999999999998,68.15433734121322,False
CS,12812.93,12772.56,40.3700000000008,0.31507235269373046,True
IG,145.42,278.74,133.32000000000002,91.67927382753406,False
JA,621.47,442.88,178.59000000000003,28.736704909327887,False
MA,1086.97,1144.89,57.92000000000007,5.328573925683328,True
ME,189.36,4.25,185.11,97.7555978031263,False
PN,6109.43,6096.06,13.36999999999989,0.21884201963194422,True
VE,310.89,5.94,304.95,98.08935636398726,False
TOTAL,23577.99,23464.78,1515.6100000000008,6.428071264768544,True
