farm,etp
E1,0.0659845319583963
E10,0.6308365188016712
E100,4.1313192283758555
E1000,0.06147479775980089
E1001,0.011551248999911105
E1002,0.3405147124188817
E1003,0.1644075028891457
E1004,0.5457125077784692
E1005,0.13945950751177882
E1006,5.173982576228998
E1007,0.44442350431149436
E1008,0.04905324917770469
E1009,0.09281447239754646
E101,0.5644475064450173
E1010,0.8346421904169259
E1011,0.9089607965152459
E1012,7.207583785225355
E1013,0.0612898924348831
E1014,0.02195395146235221
E1015,0.10751622366432573
E1016,0.14396301893501645
E1017,0.4276104542626011
E1018,0.6910427593563873
E1019,0.8256253889234598
E102,0.1670068450528936
E1020,1.0643186060983199
E1021,0.024763979020357367
E1022,1.6560858742999378
E1023,0.09106853942572676
E1024,0.7194026135656504
E1025,0.020808071828606986
E1026,0.3474699973330963
E1027,0.8933451862387768
E1028,1.9092470441817049
E1029,0.05601564583518535
E103,0.15958129611521024
E1030,0.006725042225975642
E1031,0.2919281713930127
E1032,1.4178967019290603
E1033,0.21405102675793405
E1034,0.062186861054315944
E1035,0.3141568139390168
E1036,4.2663774557738465
E1037,0.050635612054404845
E1038,0.052850920081785054
E1039,0.060525380033780773
E104,0.32010845408480754
E1040,0.2166939283491866
E1041,3.0951871277446883
E1042,0.16263934571961952
E1043,0.13917770468486088
E1044,1.502128189172371
E1045,0.26905769401724594
E1046,0.0077535780958307415
E1047,0.26317894923993246
E1048,0.5215565828073607
E1049,1.9852457996266335
E105,1.1118108276291225
E1050,0.7326011200995644
E1051,0.010601831273891013
E1052,0.13067294870655172
E1053,0.12120899635523158
E1054,13.44696773046493
E1055,0.17390168014934662
E1056,0.021599253266957063
E1057,2.9588137834474177
E1058,0.22336918837229977
E1059,0.3218686105431594
E106,0.34659169703973697
E1060,0.22611165436927727
E1061,0.04851631256111654
E1062,0.30186683260734287
E1063,0.012342430438261182
E1064,0.30813939016801495
E1065,0.4324162147746466
E1066,0.20228998133167392
E1067,0.4275428927015735
E1068,0.5034563072273092
E1069,0.08449106587252202
E107,0.3967392657125077
E1070,0.6154947106409459
E1071,0.14963374522179748
E1072,0.13162858920792958
E1073,0.1039879100364477
E1074,0.12924171037425547
E1075,0.3347977598008712
E1076,0.13956440572495332
E1077,0.266158769668415
E1078,0.18191750377811358
E1079,0.2956316116988177
E108,0.195718730553827
E1080,0.11678904791537026
E1081,0.1653586985509823
E1082,0.1856182771801938
E1083,0.20534891990399148
E1084,0.11759445284025248
E1085,0.2640065783625211
E1086,0.012105076006756157
E1087,0.15134945328473642
E1088,0.06603253622544226
E1089,0.26597030847186415
E109,0.40198684327495776
E1090,0.11369010578718107
E1091,0.258879011467686
E1092,0.21743710552049067
E1093,0.43840785847630903
E1094,0.10351853498088719
E1095,0.14505289359054138
E1096,0.049765312472219755
E1097,0.14290870299582187
E1098,0.1310089785758734
E1099,0.01400391145879634
E11,0.09082762912258868
E110,0.12696950840074675
E1100,0.20295670726286782
E1101,0.11361009867543782
E1102,0.10817939372388657
E1103,0.10007022846475241
E1104,0.19131300560049783
E1105,0.16216285892079296
E1106,0.18504044803982572
E1107,0.13403146946395234
E1108,1.0550217797137524
E1109,0.2904382611787714
E111,0.15791981509467506
E1110,0.19244110587607785
E1111,0.022730020446261892
E1112,4.422937149968886
E1113,0.22133167392657122
E1114,0.047021957507333983
E1115,0.16465463596764157
E1116,0.21772602009067474
E1117,0.07840696950840075
E1118,0.32051737932260643
E1119,0.3695901857942928
E112,0.6422233087385546
E1120,0.36654013690105786
E1121,0.1416774824428838
E1122,3.106409458618544
E1123,0.34969508400746735
E1124,0.17918481642812695
E1125,0.3639007911814383
E1126,0.005300915636945507
E1127,0.8953515868077163
E1128,0.04834118588318962
E1129,5.905347141968175
E113,0.7349346608587429
E1130,0.012105076006756157
E1131,1.1888363410080895
E1132,0.5617183749666637
E1133,1.5644990665836964
E1134,11.415816739265711
E1135,0.0626055649391057
E1136,0.5817797137523335
E1137,2.007651346786381
E1138,0.03378344741754823
E1139,0.3540101342341542
E114,0.21287225531158324
E1140,0.0230233798559872
E1141,0.1285874299937772
E1142,0.12089252377989157
E1143,1.5723210952084627
E1144,2.8183029602631344
E1145,0.033862565561383236
E1146,0.20976975731176106
E1147,0.004826206773935461
E1148,0.11745755178238065
E1149,0.06040625833407414
E115,0.5571979731531691
E1150,0.06527246866388126
E1151,1.0682407325095564
E1152,0.015409369721753045
E1153,0.673851897946484
E1154,0.3253889234598631
E1155,0.1933727442439328
E1156,0.028916348119832874
E1157,0.043673215396924175
E1158,0.017564227931371676
E1159,2.555021779713752
E116,0.3895244021690817
E1160,3.5222650902302433
E1161,0.6672877589119032
E1162,0.49872433105164904
E1163,0.16525113343408304
E1164,0.10276913503422527
E1165,0.01724775535603165
E1166,0.10818917237087743
E1167,0.2587429993777225
E1168,0.2132660680949418
E1169,4.917367766023647
E117,0.6015654724864432
E1170,0.04356920615165792
E1171,0.008070050671170772
E1172,0.19242599342163746
E1173,0.015428038047826475
E1174,0.16028002489110146
E1175,0.09725220019557294
E1176,0.0940883634100809
E1177,0.021678371410792072
E1178,0.04136901057871811
E1179,4.5156627255756066
E118,0.03776246777491333
E1180,0.012184194150591165
E1181,0.13905591608142948
E1182,0.037261089874655526
E1183,0.14794915103564762
E1184,0.12200017779358166
E1185,0.18351853498088722
E1186,0.040999199928882575
E1187,0.21013067828251397
E1188,0.009019468397190861
E1189,0.31785669837318875
E119,0.14313183394079476
E1190,6.315756067205974
E1191,0.5403324739976887
E1192,0.19050671170770736
E1193,0.2071437461107654
E1194,0.021915725842297094
E1195,0.009256822828695886
E1196,0.0094150591163659
E1197,0.10859631967285982
E1198,0.13692150413370077
E1199,2.597492221530803
E12,0.02998577651346787
E120,0.35557738465641386
E1200,0.8441941505911635
E1201,0.050081785047559786
E1202,0.010443594986221
E1203,0.3871437461107654
E1204,1.055917859365277
E1205,0.0016614810205351587
E1206,0.05459151924615521
E1207,0.025001333451862392
E1208,0.0
E1209,0.0146368566094764
E121,0.09429282602898036
E1210,0.014636856609476398
E1211,0.012342430438261177
E1212,0.028086941061427687
E1213,0.23233442972708684
E1214,0.028635434260823184
E1215,0.02215485820961863
E1216,3.5246546359676416
E1217,2.4611298782113966
E1218,0.012658903013601211
E1219,0.028482531780602727
E122,0.5284843097164192
E1220,5.323161169881767
E1221,0.06946573028713664
E1222,0.014083029602631348
E1223,2.833683883011823
E1224,0.011155658280736065
E1225,0.05896968619432838
E1226,0.009968886123210953
E1227,0.1737843363854565
E1228,0.9850866743710552
E1229,0.014953329184816429
E123,11.538592763801228
E1230,0.009889767979375946
E1231,0.14793581651702373
E1232,1.300918303849231
E1233,0.0637692239310161
E1234,0.010127122410880969
E1235,0.0188301182327318
E1236,0.06360920970752956
E1237,0.18453907013956794
E1238,0.1051791270335141
E1239,0.015507156191661483
E124,0.2505013779002578
E1240,0.09279135923193173
E1241,0.004351497910925416
E1242,0.04071117432660681
E1243,0.39432127300204467
E1244,0.0240519157258423
E1245,0.016614810205351587
E1246,0.04470175126677927
E1247,1.6115992532669572
E1248,0.008861232109520847
E1249,0.013054493732776246
E125,0.49697128633656323
E1250,0.1765516934838652
E1251,0.1093510534269713
E1252,0.017405991643701664
E1253,0.03702995821850832
E1254,0.046996177437994495
E1255,0.3624428838118944
E1256,0.43063294515068007
E1257,0.11917859365276914
E1258,0.18897146413014487
E1259,0.011234776424571073
E126,0.31362787803360304
E1260,0.06088096719708419
E1261,0.4572193083829673
E1262,0.008940350253355853
E1263,0.2435629833763001
E1264,0.10651702373544315
E1265,0.049923548759889774
E1266,0.35937594452840255
E1267,0.22728242510445373
E1268,0.009652413547870923
E1269,0.022469552849142146
E127,0.10361898835452041
E1270,0.01795981865054672
E1271,0.3788114499066584
E1272,0.06737843363854565
E1273,0.15720775180016003
E1274,0.17448306516134768
E1275,0.0
E1276,0.029376833496310782
E1277,0.17098675437816696
E1278,0.04849942217085964
E1279,0.7352466885945417
E128,0.0627255756067206
E1280,0.020333362965596947
E1281,0.014083029602631348
E1282,0.08163481198328741
E1283,0.0053391412570006225
E1284,0.34110409814205706
E1285,0.014162147746466356
E1286,0.011623255400480044
E1287,0.007990932527335765
E1288,0.030064894657302874
E1289,0.315457373988799
E129,0.17747710907636235
E1290,0.011551248999911104
E1291,0.05134767534891991
E1292,0.03636856609476398
E1293,0.0037185527602453554
E1294,0.07684505289359055
E1295,0.09748155391590363
E1296,0.02705840519157259
E1297,0.003481198328740333
E1298,0.005459151924615522
E1299,0.030721841941505915
E13,1.0017699351053426
E130,0.11242243755000444
E1300,0.36539514623522096
E1301,0.11019557293981688
E1302,0.23376566805938306
E1303,0.11574984443061606
E1304,0.6013814561294337
E1305,0.07808960796515246
E1306,0.07275402257978487
E1307,0.047734020801849054
E1308,0.005459151924615522
E1309,0.012184194150591165
E131,0.5758805227131301
E1310,0.005300915636945507
E1311,0.06473197617566007
E1312,0.050798293181616154
E1313,0.007120632945150682
E1314,0.328566094763979
E1315,0.006725042225975642
E1316,0.09338874566628146
E1317,0.011393012712241092
E1318,0.6187429993777225
E1319,0.14616410347586453
E132,0.3230420481820606
E1320,0.014874211040981421
E1321,0.12154235932082852
E1322,0.006250333362965598
E1323,0.008702995821850832
E1324,0.5178780336029869
E1325,0.015823628767001514
E1326,0.016931282780691618
E1327,0.031290781402791366
E1328,0.008702995821850832
E1329,0.25312205529380394
E133,0.28615254689305714
E1330,0.011630367143746111
E1331,0.16230242688238958
E1332,0.023498088718997247
E1333,0.1800364476842386
E1334,1.6146608587429996
E1335,0.43272201973508756
E1336,0.5258574095475153
E1337,0.07460840963641213
E1338,0.32870921859720864
E1339,0.050160903191394796
E134,0.3900986754378167
E1340,0.0596550804515957
E1341,0.05380033780780514
E1342,1.1164032358431861
E1343,0.08586718819450617
E1344,0.0676904613743444
E1345,0.4796781936172104
E1346,0.18177971375233354
E1347,0.2770904080362699
E1348,0.34970752955818296
E1349,1.0699777758022935
E135,0.21785936527691352
E1350,0.28072717574895545
E1351,0.04628411414347943
E1352,0.026166770379589296
E1353,0.21759267490443596
E1354,0.009256822828695884
E1355,0.357734020801849
E1356,1.341337896701929
E1357,0.16779091474797758
E1358,0.08682193972797582
E1359,0.19922748688772338
E136,0.733105164903547
E1360,0.043309627522446444
E1361,0.027232642901591254
E1362,0.06790825851186773
E1363,0.07727620232909592
E1364,0.03511601031202773
E1365,0.07603964796870834
E1366,0.11256645035114234
E1367,0.007041514801315674
E1368,0.007041514801315674
E1369,0.050632945150680064
E137,0.2564770201795715
E1370,0.03251755711618811
E1371,1.5124704418170505
E1372,1.841238332296204
E1373,0.058784780869410615
E1374,0.094150591163659
E1375,0.3831478353631434
E1376,0.010680949417726023
E1377,0.32960263134500845
E1378,0.10885856520579609
E1379,0.7894461729931549
E138,0.3126820161792159
E1380,0.03837229975997867
E1381,0.09739443506089432
E1382,0.21483509645301802
E1383,0.02467152635789848
E1384,0.0075242243755000455
E1385,0.11777669126144547
E1386,0.0617912703351409
E1387,0.010364476842385992
E1388,0.6473766557027291
E1389,0.15891012534447507
E139,0.2635745399591075
E1390,7.957952706907281
E1391,0.06696861943283848
E1392,0.01903280291581474
E1393,0.06935638723442084
