region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,971,1462,66.41586867305061,1127.88,1500.36,75.17395825002001
2,2530,3568,70.90807174887892,3635.79,4403.72,82.56178866957936
3,2983,4785,62.34064785788924,4342.62,6148.64,70.62732571755706
4,2320,3790,61.21372031662269,3194.7,4479.21,71.32284487666352
5,369,2492,14.807383627608347,431.17,2401.02,17.95778460820818
6,348,847,41.086186540731994,535.61,1013.23,52.86164049623481
7,3992,5253,75.99466971254522,2916.25,3631.81,80.29742745352868
TOTAL,13513,22197,60.8775960715412,16184.02,23577.989999999998,68.64037180438197
