crop,revenue
AG,705880.0
AN_NU,1945826.6666666667
BA_INT,45951298.400000006
BC_BT,1837180.8
CS_NGT_NISM,29498576.14634171
IG_PLA,3926339.9999999995
JA,124294.0
MA_ROTA,46223399.25
ME,4544640.0
PN_PIQ,23521305.5
VE_BTGT,1577766.75
