type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,8,45,2,12
2,0,0,0,0,0,0,79,15,18,34
3,0,0,0,0,1324,30,7,4,5,1
4,0,0,0,0,7,601,1,206,0,47
5,0,0,0,0,4,20,192,11,49,6
6,0,0,0,0,0,5,1,1019,0,22
7,0,0,0,0,0,1,1,1,212,1
8,0,0,0,0,0,21,0,148,1,427
