crop,region,island,surface,production,sales,subsidy,revenue,gross_margin,labor_hours,labor_cost,etp
AG,4,1,99.03999999999999,1980.8,1386560.0,0.0,1386560.0,594110.2410933332,48754.09066666666,755688.4053333333,30.33857539929475
AG,5,1,141.01,2820.2,1974140.0,0.0,1974140.0,845875.2533983331,69414.52266666666,1075925.1013333332,43.19509811242481
AG,6,1,54.0,1080.0,756000.0,0.0,756000.0,323929.25099999993,26582.399999999998,412027.2,16.541630367143746
AN_PA,4,1,19.419999999999998,679.7,498446.6666666666,0.0,498446.6666666666,317775.28599999996,8467.119999999999,131240.36,5.268898568761667
AN_PA,5,1,430.16,15055.6,11040773.333333332,0.0,11040773.333333332,7038837.127999999,187549.76,2907021.28,116.70800248911014
AN_PA,6,1,266.56,9329.6,6841706.666666666,0.0,6841706.666666666,4361801.248,116220.16,1801412.48,72.3211947728687
BC_BT,4,1,85.99,2235.7400000000002,1788592.0,0.0,1788592.0,979128.359625,52357.161250000005,811535.999375,32.580685283136276
BC_BT,5,1,37.12,965.12,772096.0,0.0,772096.0,422668.272,22601.44,350322.32,14.064368388301183
BC_BT,6,1,33.17,862.42,689936.0,0.0,689936.0,377691.448875,20196.38375,313043.948125,12.56775591163659
IG_PLA,4,1,137.2,2469.6,3704400.0,0.0,3704400.0,1563552.4659999998,92198.4,1429075.2,57.3729931549471
IG_PLA,5,1,111.11,1999.98,2999970.0,0.0,2999970.0,1266226.7820499998,74665.92,1157321.76,46.46292470441817
IG_PLA,6,1,36.94,664.92,997380.0,0.0,997380.0,420973.96569999994,24823.68,384767.04,15.447218419415059
MA_PAI_NON_NI,4,1,16.04,577.44,635184.0,0.0,635184.0,334037.040476,18093.12,280443.36,11.258942128189172
MA_PAI_NON_NI,5,1,2.58,92.88,102168.0,0.0,102168.0,53729.149902,2910.24,45108.72,1.8109769757311762
MA_PAI_NON_NI,6,1,1.63,58.68000000000001,64548.0,0.0,64548.0,33945.160596999995,1838.6399999999999,28498.92,1.144144368388301
MA_ROTA,1,2,883.1899999999999,47692.26,50076873.0,0.0,50076873.0,24666375.843570996,1459913.07,22628652.585,908.4711076540136
MA_ROTA,2,2,2702.14,145915.56,153211338.0,0.0,153211338.0,75467340.91412598,4466637.42,69232880.01,2779.4881269446173
MA_ROTA,3,2,3897.86,210484.44,221008662.0,0.0,221008662.0,108862283.02587397,6443162.58,99869019.99,4009.4353329184814
MA_ROTA,4,1,710.11,38345.94,40263237.0,0.0,40263237.0,19832471.099398997,1173811.83,18194083.365,730.4367330429371
MA_ROTA,5,1,1690.1,91265.4,95828670.0,0.0,95828670.0,47202348.09408999,2793735.3,43302897.15,1738.4787181082763
ME,1,2,14.13,282.6,339120.0,0.0,339120.0,131988.38652000003,8873.64,137541.42,5.521866832607343
ME,2,2,73.5,1470.0,1764000.0,0.0,1764000.0,686563.7940000001,46158.0,715449.0,28.723086496577476
ME,3,2,119.17,2383.4,2860080.0,0.0,2860080.0,1113167.44668,74838.76,1160000.78,46.57047915370255
PN_PIQ,1,2,635.13,419.18580000000003,2095929.0,349321.5,2445250.5,1017478.26,80026.38,1240408.89,49.79861854387057
PN_PIQ,2,2,1675.87,1106.0742,5530371.0,921728.5,6452099.5,2684743.74,211159.62,3272974.11,131.39988799004357
PN_PIQ,3,2,2329.17,1537.2522000000001,7686261.0,1281043.5,8967304.5,3731330.34,293475.42,4548869.01,182.62316116988177
PN_PIQ,4,1,3489.85,2303.301,11516505.0,1919417.5,13435922.5,5590739.7,439721.1,6815677.05,273.62856253889237
PN_PIQ,5,1,35.63,23.515800000000002,117579.0,19596.5,137175.5,57079.26,4489.38,69585.39,2.793640323584319
PN_PIQ,6,1,357.76,236.1216,1180608.0,196768.0,1377376.0,573131.52,45077.76,698705.28,28.05087741132545
PN_PIQ,7,3,3669.59,2421.9294,12109647.0,2018274.5,14127921.5,5878683.18,462368.34,7166709.27,287.7214312383323
TH,5,1,99.19,1785.42,5356260.0,0.0,5356260.0,2221979.19398,161580.51,2504497.905,100.5479215930305
TH,6,1,300.73,5413.14,16239420.0,0.0,16239420.0,6736725.5066599995,489889.17,7593282.135,304.847025513379
