crop,gross_margin
AG,2598272.5144099994
AN_NU,345273.3234666666
AN_PA,7317013.227999999
BA_INT,5308653.126549999
BA_IRR,774298.3435227271
BA_PER,1284560.2234666666
BC_BT,2772849.612
BC_GTMG,30287.245125
CS_BT_NIM,8651343.686908
CS_BT_NISM,6161.873272285717
CS_CGT_NIM,1810545.234589715
CS_CGT_NISM,1758.702362571429
CS_EGT_NIM,4619201.599870571
CS_EGT_NISM,206818.38542514283
CS_MG_NISM,3237637.3473451445
CS_NGT_NIM,7742684.479172001
CS_NGT_NISM,777552.8221051428
CS_SBT_NIM,392096.7936426666
IG_PLA,6352102.835449999
IG_TUT,718003.5449999999
JA,28060.4
MA_ROTA,26287359.385006994
MA_TO_CO_JA,14425443.738611002
ME,39699.26700000001
NC,0.0
PN_PIQ,11462822.639999999
VE_BTGT,184526.9313333333
