crop,observed_ha,simulated_ha,abs_deviation_ha,pad_pct,within_threshold
AG,100.84,433.14,332.29999999999995,329.53193177310584,False
AN,132.67000000000002,496.7,364.03,274.3875782015527,False
BA,1920.8,870.0600000000001,1050.7399999999998,54.70324864639732,False
BC,147.21,246.19,98.97999999999999,67.23728007608177,False
CS,12812.93,11633.87,1179.0599999999995,9.202110680383015,True
IG,145.42,636.63,491.21000000000004,337.7870994361161,False
JA,621.47,241.9,379.57000000000005,61.0761581411814,False
MA,1086.97,1633.92,546.95,50.31877604717702,False
ME,189.36,4.25,185.11,97.7555978031263,False
PN,6109.43,7155.32,1045.8899999999994,17.119272992734174,False
VE,310.89,42.25,268.64,86.40998423879829,False
TOTAL,23577.99,23394.23,5942.479999999999,25.203505472688718,False
