type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,0,9,10,0,1,13,20,3,11
2,0,0,11,46,0,0,51,0,38,0
3,0,0,0,0,1344,14,6,2,5,0
4,0,0,2,2,15,609,10,165,0,59
5,0,0,4,1,11,27,189,5,44,1
6,0,0,0,9,0,4,3,1014,0,17
7,0,0,0,0,2,3,9,1,200,1
8,0,0,0,24,0,11,0,144,0,418
