crop,revenue
AG,123480.0
AN_NU,394680.0
AN_PA,11082353.333333332
BA_INT,51868777.94
BA_IRR,8470242.24
BA_PER,5265334.8
BA_SINT,5887452.180000001
BC_BT,5110560.0
BC_GTMG,38272.0
CS_BT_NIM,16148854.199514285
CS_BT_NISM,18248.912914285716
CS_CGT_NIM,3515807.875971429
CS_CGT_NISM,6906.117897142857
CS_EGT_NIM,8604941.084514286
CS_EGT_NISM,468447.45440000005
CS_MG_NISM,6661066.158628572
CS_NGT_NIM,15165935.681028573
CS_NGT_NISM,1929101.99488
CS_SBT_NIM,1354375.98
IG_PLA,7041870.0
IG_TUT,537900.0
JA,88576.0
MA_ROTA,27438264.0
MA_TO_CO_JA,26174412.0
ME,102000.0
NC,0.0
PN_PIQ,23469831.0
VE_BTGT,60291.00000000001
