type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,0,0,18,0,0,11,25,5,8
2,0,0,0,42,0,0,29,6,51,18
3,0,0,0,0,771,128,159,283,11,19
4,0,0,0,11,0,11,8,815,1,16
5,0,1,2,2,1,1,155,43,46,31
6,0,0,0,14,0,0,5,1015,0,13
7,0,0,0,0,0,0,8,3,203,2
8,0,0,0,10,0,0,6,555,0,26
