crop,revenue
AG,6440.0
AN_NU,1059226.6666666665
AN_PA,6055793.333333333
BA_INT,37730011.4
BA_IRR,29356.2
BA_PER,4422718.8
BC_BT,3399552.0
BC_GTMG,215695.99999999997
CS_BT_NIM,8473632.605622858
CS_CGT_NIM,920766.5945800002
CS_EGT_NIM,4450794.424822858
CS_MG_NISM,213086.46216000002
CS_NGT_NIM,5050714.088142857
CS_SBT_NIM,777721.8403999999
IG_PLA,1239840.0
IG_TUT,3141600.0
JA,737776.0
MA_MOBIO,157707.00000000003
MA_PLBIO,40283507.25
MA_ROTA,21083895.0
MA_TO_CO_JA,37087776.0
NC,0.0
PN_PIQ,39030491.50000001
PN_TOUR,1402560.0
VE_BTGT,39788.0
