crop,production_tonnes
AG,19.2
AN_NU,931.8000000000001
AN_PA,7056.35
BA_INT,41852.7
BA_IRR,71.4
BA_PER,7606.44
BC_BT,5958.94
BC_GTMG,443.03999999999996
CS_BT_NIM,151902.75999999998
CS_CGT_NIM,15128.82
CS_EGT_NIM,67756.47
CS_MG_NISM,7718.712
CS_NGT_NIM,79488.0
CS_SBT_NIM,13682.175000000001
IG_PLA,946.8000000000001
IG_TUT,845.55
JA,0.0
MA_MOBIO,172.08
MA_PLBIO,23716.53
MA_ROTA,24315.12
MA_TO_CO_JA,28483.56
NC,0.0
PN_PIQ,6347.127600000001
PN_TOUR,1402.0775999999998
VE_BTGT,68.295
