region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,602,1462,41.1764705882353,808.28,1500.36,53.872403956383806
2,1856,3568,52.01793721973094,3044.46,4403.72,69.13382322218487
3,1754,4785,36.65621734587252,2732.03,6148.64,44.433077883889766
4,1662,3790,43.852242744063325,2489.66,4479.21,55.58256924770216
5,722,2492,28.97271268057785,841.45,2401.02,35.0455223196808
6,377,847,44.510035419126325,548.12,1013.23,54.09630587329629
7,1464,5253,27.8697886921759,1428.67,3631.81,39.33768561681366
TOTAL,8437,22197,38.0096409424697,11892.67,23577.989999999998,50.43971093379886
